3
2
6
3
19
3
23
8
18
21
21
18
12
27
3
7
7
2
1
6
4
4
3
6
6
18
12
4
16
3
1
3
1
1
3
5
9
8
8
9
10
6
1
1
4
5
12
7
1
11
8
23
9
16
