3
1
8
2
33
3
40
11
32
38
37
32
19
53
3
10
10
1
0
9
4
4
3
7
7
34
19
4
29
3
0
2
0
0
3
7
14
12
12
13
16
8
0
0
4
6
21
9
0
18
11
39
13
29
